domain,2025-05-31,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2026-01-03,2026-01-04,2026-01-07,2026-01-08,2026-01-09,2026-01-10,2026-01-11,2026-01-12,2026-01-13,2026-01-14,2026-01-15,2026-01-16,2026-01-17,2026-01-18,2026-01-19,2026-01-20,2026-01-21,2026-01-22,2026-01-23,2026-01-24,2026-01-25,2026-01-26,2026-01-27,2026-01-28,2026-01-29,2026-01-30,2026-01-31,2026-02-01
movistar.com.ar,43913,44169,44292,44454,44700,44810,44633,44391,44184,44541,44519,44418,44388,44541,44505,44453,44208,44070,43905,43791,43791,43508,43407,43407,43343,43125,43210,43327,43529,44656,44680,44388,44388,44374,44374,44487,44520,44545,44650,44649,44778,44815,44866,44982,44960,45035,45276,45324,45336,45465,45566,45968,46074,45998,45975,45902,45870
proteste.pt,43914,43706,43775,43826,43966,44156,44107,44196,44264,44262,44410,44255,44296,44373,44349,44312,44171,43996,43999,43899,43899,43580,43445,43445,43348,43033,43073,43087,43135,44684,44481,42405,42405,41845,41285,40766,40280,40366,40565,40824,41037,41165,41261,41366,41273,41275,41058,40855,40652,40461,40169,39776,39610,39635,39664,39873,39689
ciao.jp,43915,44268,44362,44445,44582,44685,44767,44860,44956,45040,45190,45006,44968,44946,44982,45028,45008,44894,44866,44851,44851,44736,44737,44737,44818,44561,44645,44760,44880,42426,42403,42478,42478,42600,42680,42771,42878,42972,43110,43151,43198,43239,43286,43443,43469,43527,43623,43731,43716,43709,43699,43727,43776,43546,43489,43461,43454
vseigru.net,43916,45016,45138,45327,45516,45586,45749,45907,46075,46407,46497,46582,46332,46184,46040,46309,46307,46137,45946,45807,45807,45447,45694,45694,45631,45829,45847,45839,45760,43407,43429,43537,43537,43575,43582,43598,43657,43740,44324,44828,45433,45946,46537,47199,47936,48719,49284,49885,50549,51193,51915,52565,53184,53848,54444,55113,55600
feldot.com,43917,44077,44044,44094,44309,44382,44394,44383,44404,44325,44494,44417,44499,44528,44531,44491,44282,44145,44159,44120,44120,43828,43682,43682,43742,43724,43774,43836,43967,104695,105105,106705,106705,106890,106992,107132,107247,107382,107695,108127,108479,107173,106568,106601,105778,105426,105431,105314,105306,105475,105496,105431,105513,105721,105892,106065,106254
whatsmycountry.com,43918,43910,43908,44097,44370,44532,44621,44641,44627,44656,44853,44742,44804,44900,44931,44928,45514,45940,46663,47320,47320,48511,49183,49183,50849,51704,52732,53804,54854,305817,328307,437913,437913,456081,476722,500328,527554,542678,569579,575145,576128,576753,575725,574755,566261,558437,552554,546436,539779,532921,521065,529130,535832,543739,549309,557657,566629
yupptv.com,43919,43732,43768,43823,43960,44060,44084,44125,44173,44213,44369,44236,44254,44257,44267,44269,44145,44065,44063,44044,44044,43922,43869,43869,43876,43634,43702,43773,43925,44671,44595,44262,44262,44211,44144,44117,44075,43994,43985,44035,44086,44099,44105,44214,44221,44320,44458,44509,44499,44486,44503,44555,44636,44459,44422,44379,44395
moneyman.ru,43920,45879,46885,47986,48752,49287,50614,51875,53003,53961,55776,56879,57959,59539,61261,62565,64018,65412,66836,68449,68449,74590,76168,76168,80760,87114,84804,83167,81053,41838,42135,42751,42751,42858,43051,43242,43372,43348,43368,43087,42928,42848,42861,42939,42897,42608,42530,42586,42716,42719,42486,42372,42077,42124,41949,41729,41385
playbusss.com,43921,53369,55612,58010,60849,63769,67169,71021,76021,82202,90451,98312,103891,110475,118904,128427,140324,154048,170677,194580,194580,271479,325035,325035,529243,614604,720854,960882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fr0307a.art,43922,61950,63648,65685,68222,70694,73538,76723,80637,84694,90331,96310,99240,102034,105176,108557,112491,116995,118298,119921,119921,120876,121509,121509,122951,123229,124341,124920,125451,132228,132097,132024,132024,132103,132559,132804,133233,133425,134010,134688,135187,135543,135956,136133,136573,137141,137567,137967,136779,136861,137332,139064,141017,143224,146360,149982,152066
asa.org.uk,43923,44402,44480,44584,44739,44839,44866,44891,44967,45071,45199,45089,45051,45055,45097,45134,45172,45096,45025,44989,44989,44846,44872,44872,44921,44589,44683,44753,44883,42713,42741,42673,42673,42668,42643,42618,42638,42629,42668,42616,42607,42661,42685,42808,42844,42860,42916,43041,43012,43059,43047,43025,43017,42953,42930,42874,42826
sky.com.br,43924,47332,47350,47547,47482,47459,47393,47368,47326,47404,47306,47313,47095,47082,47014,46995,46723,46412,45997,45704,45704,44811,44404,44404,44257,44322,44506,44609,44694,50784,50639,50489,50489,50507,50510,50498,50450,50429,50444,50528,50564,50567,50635,50663,50794,50778,50794,50865,51012,50933,50863,50708,50480,50274,50249,49930,49736
sr.de,43925,40830,40543,40174,39927,39673,39389,39128,38889,38412,38105,37955,37697,37398,37112,36774,36479,36194,35851,35568,35568,35011,34776,34776,34753,34579,34792,35061,35348,34289,34016,33058,33058,33027,33015,32996,32972,32958,32979,33024,33044,33048,33055,33091,33090,33202,33242,33144,33151,33158,33198,33062,33063,33104,33215,33125,33077
vyvebb.net,43926,50325,51818,52992,54062,53555,52748,51783,50572,51073,50218,48576,48239,48011,47301,47082,46995,46700,47225,47863,47863,48510,49380,49380,50407,51080,51387,52017,53568,54451,54136,54008,54008,55255,55034,55270,55606,55133,54193,53282,52826,51988,51646,51090,50370,49483,48688,48354,47763,47238,47159,46723,45703,45142,44731,44644,44617
taplink.st,43927,45168,45976,46802,47610,48311,49007,49758,50760,51420,52246,53178,54192,55216,56010,57195,58227,59336,60626,61807,61807,64168,65601,65601,68219,68935,69172,69326,69277,37863,37875,39173,39173,39861,40537,41277,42043,42813,43615,44563,45622,46533,47541,48682,49651,50451,51196,51953,52656,53479,54294,54076,53739,52572,51604,50491,49249
goldfishslots.org,43928,45103,45196,45365,45503,45541,45650,45790,45930,46083,46238,46207,46198,46228,46292,46408,46488,46400,46337,46367,46367,46305,46297,46297,46461,46213,46369,46591,46753,100833,104332,116359,116359,119562,123175,123488,123871,124405,124830,125264,125847,126061,126393,126784,122303,116123,111846,107736,104586,101732,99229,96964,93021,89187,85465,82336,79389
actoblog.com,43929,44041,44179,44333,44530,44629,44775,44898,45045,45225,45455,45429,45598,45705,45804,46006,46147,46130,46183,46287,46287,46476,46616,46616,46769,46451,46434,46476,46663,39674,39651,39603,39603,39648,39750,39806,39852,39935,40149,40311,40473,40633,40862,41119,41253,41373,41461,41510,41642,41712,41769,41845,41817,42000,42056,42095,42103
unilim.fr,43930,44436,44583,44538,44645,44703,44763,45209,45544,45466,45528,45533,45523,45755,46072,46249,46616,47234,47173,47104,47104,47108,46964,46964,47020,47369,47791,47548,47674,48289,48411,48806,48806,48701,49196,49009,49175,49222,49297,49209,48917,48977,48984,49094,48952,48571,48053,47873,47587,47056,46548,46585,46354,45762,45216,44982,44983
americantowns.com,43931,38590,38536,38477,38678,38791,38830,38910,38938,38806,38921,39060,39304,39333,39332,39354,39455,39510,39621,39604,39604,39802,39933,39933,40393,40415,40731,41058,41441,39635,39591,39771,39771,39960,40103,40211,40300,40342,40509,40783,41073,41313,41487,41786,41875,41977,42206,42446,42583,42714,42847,42961,43130,43232,43370,43543,43758
shopify.dev,43932,43400,43505,43546,43606,43688,43689,43722,43756,43833,43966,43758,43714,43714,43689,43678,43508,43426,43373,43333,43333,43191,43166,43166,43190,42933,42969,43033,43182,57973,57764,57926,57926,58096,58283,58481,58680,58202,58210,58773,59331,60213,60805,61323,61827,61876,61735,61743,61739,61658,61576,61543,61710,61557,61406,61550,61428
mr.bet,43933,43871,43954,44032,44145,44243,44252,44312,44366,44430,44569,44420,44422,44426,44467,44490,44423,44332,44286,44260,44260,44073,44033,44033,44076,43832,43933,43940,44037,42234,42189,41958,41958,41950,41951,41953,41934,41895,41939,41994,42074,42150,42206,42362,42441,42518,42653,42816,42870,42900,42940,43035,43156,43169,43256,43319,43412
latinamericancupid.com,43934,44082,44080,44105,44228,44290,44267,44290,44333,44401,44521,44335,44338,44365,44364,44377,44261,44124,44078,44059,44059,43869,43867,43867,44019,43946,44056,44149,44252,55442,55186,54954,54954,55005,55007,54994,54998,54998,55046,55220,55384,55564,55813,55821,55903,55906,55968,56049,56176,56319,56364,56393,56411,56464,56512,56522,56410
sirius.online,43935,44826,45221,45474,45550,45448,45544,45692,45880,46530,46810,47037,47020,47166,47304,47438,47659,47695,47654,48035,48035,48833,49124,49124,49435,49677,50596,51116,51846,42051,42881,46994,46994,47590,48255,48973,49592,50166,50558,50870,51506,52021,52531,53405,53819,53683,53767,54113,54543,55207,55787,56492,56809,56815,57097,57234,57071
fusion.net,43936,44447,44559,44708,44900,44989,45051,45104,45208,45308,45486,45432,45473,45538,45617,45699,45789,45725,45671,45664,45664,45504,45491,45491,45585,45333,45404,45494,45693,50433,50207,49791,49791,49686,49607,49534,49475,49441,49429,49373,49379,49450,49550,49649,49771,49757,49715,49768,49786,49810,49969,49975,49944,49883,49870,49694,49677
anvato.net,43937,42570,42573,42558,42677,42884,42986,43085,43211,43521,43774,43747,43913,44131,44335,44518,44704,44816,44861,44935,44935,45084,45220,45220,45439,45408,45595,45918,46215,62252,62113,61198,61198,61070,61073,61121,61197,61354,61529,61687,61800,62179,62338,62376,62470,62554,62636,62882,63060,63176,63252,63363,63489,63565,63652,63749,63947
goquiq.com,43938,44117,44063,44436,44572,44435,44373,44320,44301,44379,44507,44342,44321,44382,44084,43755,43564,43573,43445,43295,43295,43048,43123,43123,43572,44114,44078,44502,44657,74753,74779,75091,75091,75119,75639,75726,75986,76547,77226,77141,77197,77116,76873,76933,76229,75790,75218,74444,73927,73398,72371,71590,71271,70598,69825,69281,68796
aacr.org,43939,44405,44521,44630,44797,44886,44967,45014,45102,45182,45333,45248,45240,45251,45296,45311,45342,45285,45234,45209,45209,45136,45162,45162,45280,45015,45003,45031,45171,44699,44666,44368,44368,44339,44285,44252,44243,44207,44223,44149,44090,44102,44092,44203,44251,44340,44361,44369,44293,44256,44198,44142,44176,43865,43763,43683,43612
kbc.be,43940,31748,31688,31794,31876,31827,31796,31762,31653,31510,31380,31406,31455,31527,31592,31665,31646,31634,31755,31775,31775,33016,33872,33872,34553,37127,39029,43524,44044,45304,45341,44470,44470,44438,44444,44161,43977,43747,43638,43896,43833,43584,43367,43398,43222,43261,43092,42902,42804,42434,42071,41990,41735,41872,41814,41671,41773
theme-sphere.com,43941,42814,42782,42749,42547,42393,42244,42058,41847,41631,41246,41374,41378,41381,41332,41187,41107,41014,41009,40890,40890,40839,40811,40811,40938,40718,40804,40872,40968,41247,41175,41481,41481,41665,41885,42112,42325,42520,42835,43031,43341,43598,43879,44302,44638,45008,45238,45247,45249,45278,45321,45452,45533,45660,45865,46100,46399
ninety.io,43942,32056,31708,31222,30662,30131,29570,29157,28803,28503,28272,27905,27516,27190,26931,26590,26346,26564,26690,26862,26862,27988,28693,28693,29558,29903,30255,30606,30874,68552,68906,69150,69150,69547,70311,71055,72117,72776,72705,71936,71701,71846,72005,72231,72871,72735,71923,71517,71374,71158,70660,70578,70108,68482,67342,66530,65877
transer.com,43943,44266,44321,44313,44464,44548,44543,44450,44384,44197,44220,44030,43997,43957,43914,43810,43398,43192,43039,42883,42883,42569,42437,42437,42048,41730,41699,41548,41422,32786,32891,32892,32892,32793,32683,32628,32558,32531,32551,32616,32655,32674,32725,32814,32915,33088,33254,33273,33336,33445,33578,33675,33814,33996,34112,34140,34254
misskey.io,43944,43806,43870,43922,44047,44145,44133,44157,44202,44257,44406,44212,44230,44236,44266,44287,44177,44088,44075,44100,44100,43998,43990,43990,44071,43834,43936,44032,44206,45920,45759,45177,45177,45069,44986,44905,44787,44660,44623,44581,44579,44501,44421,44453,44380,44387,44440,44409,44317,44258,44201,44155,44250,44063,44027,44016,43996
blip.fm,43945,42458,42469,42470,42477,42549,42584,42556,42547,42542,42398,42400,42332,42292,42260,42117,41951,41867,41843,41747,41747,41696,41633,41633,41687,41378,41449,41537,41664,53087,52901,52883,52883,52959,53029,53131,53220,53294,53423,53610,53755,53920,54193,54357,54396,54514,54616,54704,54886,55072,55168,55279,55391,55491,55543,55660,55612
keepandshare.com,43946,41409,41460,41426,41367,41352,41391,41328,41299,41209,40955,40961,40852,40726,40520,40346,40267,40188,40014,39767,39767,39545,39488,39488,39457,39212,39254,39316,39364,40401,40371,40288,40288,40305,40339,40391,40423,40448,40506,40524,40553,40591,40656,40752,40790,40793,40781,40816,40914,40899,40840,40739,40509,40526,40479,40398,40185
kelkoo.com,43947,50493,51340,51982,51853,51746,51830,51659,51589,51336,51265,51166,51048,50757,50582,50445,50206,50084,49978,49906,49906,49546,49496,49496,49256,50133,50952,51980,52972,67163,67127,66186,66186,66159,66068,65995,65974,65848,65936,66248,66468,66713,66781,66895,67013,66951,66903,66916,66745,66652,66457,66178,66114,66226,66373,66442,66548
ujam.com,43948,43676,43604,43711,43785,43862,43708,43559,43477,43655,43620,43316,43226,43062,42855,42536,42018,41741,41643,41498,41498,41285,41451,41451,41494,42143,42428,42680,42998,61148,60933,60036,60036,60059,60012,60087,60191,60223,60476,60848,61107,61557,61671,61644,61703,61793,62107,62408,62574,62751,62849,63039,63278,63467,63681,63763,63995
flix360.io,43949,43488,43572,43657,43745,43946,44060,44207,44393,45215,46025,46701,47324,48122,48789,49611,50509,51309,52127,52969,52969,54595,55736,55736,57931,58887,60222,61503,62932,111031,112401,117486,117486,118934,120601,122359,124298,126477,128431,130501,132737,135148,137699,140318,143000,146064,146721,147570,148805,149316,148072,147882,148272,148792,149950,151890,152301
e-freewifi.com,43950,43393,42956,43377,43312,43063,42961,42773,42660,42444,42218,42041,41901,41762,41608,41070,40612,40398,40314,39980,39980,39667,39396,39396,39147,39898,39997,39937,39934,37537,37316,37224,37224,37283,37300,37239,37126,37069,37207,37402,37538,37605,37693,37668,37699,37704,37774,37824,37857,38072,38195,38124,38113,38200,38288,38166,38130
piclumen.com,43951,43847,43896,43997,44148,44277,44352,44449,44548,44600,44749,44588,44592,44617,44659,44678,44638,44550,44533,44489,44489,44323,44281,44281,44321,44179,44268,44308,44386,54820,54704,54758,54758,54815,54823,54801,54799,54838,55602,56520,57403,58500,59669,60501,61377,62246,63210,64334,65382,66456,67581,68717,69947,71269,72478,73906,75426
pixels.ai,43952,37468,37586,37723,37706,37732,37752,37813,37748,37705,37744,37827,37852,37818,37820,37843,37867,37904,38006,37968,37968,37911,38032,38032,38223,38261,38358,38335,38227,596785,592501,579904,579904,575965,576003,573524,566866,549011,536311,534042,532593,529900,529112,526889,522277,517116,514025,510659,508609,510357,510477,512750,516836,523994,534640,533676,524874
underdog.media,43953,43299,43460,43496,43517,43613,43617,43700,43793,44497,45149,45556,46010,46565,47383,48238,49107,49881,50665,51395,51395,53317,54382,54382,56676,57379,58913,60252,61540,89253,89600,90719,90719,90568,90847,91123,91269,92005,91595,91054,90971,90800,90831,91122,91471,91588,91303,91274,91242,90921,90646,90610,90506,90258,89862,89905,89946
ripoffreport.com,43954,44094,44219,44332,44469,44493,44516,44554,44608,44673,44792,44637,44619,44570,44533,44478,44367,44232,44091,43944,43944,43659,43584,43584,43544,43200,43204,43240,43325,52202,51933,51917,51917,52046,52202,52325,52456,52583,52781,52986,53097,53227,53451,53580,53600,53684,53816,53949,54077,54314,54439,54479,54568,54652,54768,54962,54952
cloudcheck.net,43955,43902,43811,43870,43957,44093,44073,44074,44083,44205,44286,44168,44246,44232,44138,43971,43638,43569,43480,43473,43473,43429,43276,43276,43338,43373,43464,43550,43731,46566,46457,46208,46208,46239,46254,46248,46211,46187,46260,46408,46515,46595,46697,46808,46859,47022,47162,47244,47295,47379,47529,47680,47697,47751,47666,47674,47732
linkdatacenter.net,43956,44893,44591,44120,44095,44727,44452,44147,43816,43525,43279,43076,42907,42827,42850,42336,41501,41407,40993,41055,41055,40902,40604,40604,40196,40726,40714,40935,41440,49396,48997,48124,48124,47862,47569,47381,47466,47157,47173,47095,47029,47151,47390,47575,47623,47745,47573,47357,47158,47185,47350,47361,47664,47855,47966,47922,48439
novoflare.net,43957,327368,249150,185829,153090,132991,113611,102310,91983,77292,68908,64420,59853,55182,52167,48551,45530,42558,40264,38572,38572,35776,34500,34500,32065,31909,30784,29745,29662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imdserve.com,43958,44005,44505,44478,44656,44795,44808,44777,44770,44606,44567,44410,44400,44415,44322,44251,44048,43894,44181,44325,44325,44134,44050,44050,44156,44811,44942,45064,45268,45381,45091,44357,44357,44253,44160,44087,43934,43738,43383,43199,43174,43026,42880,42764,42762,42851,43108,43299,43356,43573,43614,43523,43587,43545,43743,43962,44199
health.google,43959,32713,32741,32836,32882,32726,32732,32779,32756,32666,32657,38826,55498,62915,84343,116801,174664,192327,201435,210553,210553,233785,249068,249068,279853,276826,276169,276285,276338,509266,501550,469946,469946,459091,447906,437522,426706,416925,407666,397683,388658,380826,370481,361828,353140,347161,342032,337904,335199,331241,324549,321608,321377,316523,313769,312410,311147
cf-ns.net,43960,46246,45916,45764,46000,45945,45914,45653,45393,45282,43992,43454,43522,43713,43648,43709,43631,43556,43768,44058,44058,44017,43683,43683,43465,44270,44180,42609,41023,50781,50856,51169,51169,50985,51257,51455,51348,51420,51513,51961,51888,51800,52224,52653,52693,52904,53342,53275,53540,53649,52961,52434,51945,51538,51213,50613,50331
actionlogement.fr,43961,43317,43390,43437,43510,43581,43505,43497,43460,43449,43390,43292,43216,43152,43096,42998,42827,42692,42604,42471,42471,42284,42234,42234,42142,41763,41786,41806,41913,37792,37734,37815,37815,37889,37945,38011,38061,38012,38008,38017,38055,38075,38114,38156,37918,37918,37963,37991,38057,38135,38135,38051,38022,37998,37991,37923,37831
homelight.com,43962,43957,44068,44143,44247,44312,44362,44434,44544,44666,44848,44687,44695,44707,44745,44796,44844,44782,44665,44623,44623,44546,44577,44577,44743,44550,44666,44798,44978,42754,42730,42333,42333,42305,42315,42346,42355,42339,42353,42443,42541,42587,42663,42830,42976,43016,43063,43229,43265,43287,43279,43299,43438,43211,43187,43178,43227
onda.com.br,43963,58609,59658,60673,61527,62298,63233,64382,65415,65796,66775,68195,67783,69070,70845,72791,74686,75282,76704,77384,77384,79499,80520,80520,80353,85191,88031,88612,87741,234099,237587,242136,242136,240398,239558,238673,238817,238595,238899,239230,239002,236039,233175,229863,229154,229517,228784,227296,226694,226012,226351,224845,223595,222196,220814,219442,210736
